millis,iso_utc,display_altitude_ft,raw_altitude_ft,vario_mps,temp_f,humidity_pct,gps_fix,latitude,longitude,gps_altitude_m,gps_speed_kmph,gps_sats_used,gps_sats_seen,gps_hdop,battery_voltage,battery_percent,pitch_deg,roll_deg,heading_deg,g_force
5005,2026-07-02T06:32:52Z,92.55,-38.74,0.00,72.2,48.4,1,26.806808,-80.273781,7.30,0.24,8,8,1.29,4.10,99,,,,
10308,2026-07-02T06:32:57Z,92.64,-38.71,-0.01,72.2,48.7,1,26.806806,-80.273783,7.90,0.31,8,9,1.29,0.00,0,,,,
15308,2026-07-02T06:33:02Z,92.69,-38.64,0.00,72.2,48.3,1,26.806806,-80.273782,8.70,0.43,8,1,1.29,4.13,98,,,,
20308,2026-07-02T06:33:07Z,92.67,-38.64,-0.00,72.2,48.6,1,26.806809,-80.273785,8.70,0.39,8,10,1.37,0.00,98,,,,
25308,2026-07-02T06:33:12Z,92.74,-38.58,0.00,72.2,49.2,1,26.806813,-80.273778,7.30,0.24,8,9,1.29,4.14,98,,,,
30320,2026-07-02T06:33:17Z,92.78,-38.51,0.01,72.3,48.4,1,26.806818,-80.273777,7.00,0.26,9,8,1.22,4.13,98,,,,
35351,2026-07-02T06:33:22Z,92.85,-38.50,-0.00,72.3,49.6,1,26.806821,-80.273775,7.30,0.70,9,8,1.22,0.00,0,,,,
40351,2026-07-02T06:33:27Z,92.87,-38.45,0.01,72.3,48.9,1,26.806823,-80.273779,7.60,0.54,9,8,1.22,0.00,0,,,,
45353,2026-07-02T06:33:32Z,92.87,-38.46,-0.00,72.3,48.5,1,26.806826,-80.273784,7.10,0.57,9,8,1.22,0.00,0,,,,
50401,2026-07-02T06:33:37Z,92.91,-38.45,-0.00,72.4,47.8,1,26.806823,-80.273776,6.80,0.57,9,8,1.22,0.00,0,,,,
55403,2026-07-02T06:33:42Z,92.96,-38.36,-0.01,72.4,47.8,1,26.806823,-80.273777,6.60,0.67,9,8,1.22,0.00,0,,,,
60408,2026-07-02T06:33:47Z,93.00,-38.36,-0.00,72.4,48.5,1,26.806823,-80.273784,9.80,0.15,9,8,1.22,0.00,0,,,,
65409,2026-07-02T06:33:52Z,93.03,-38.27,-0.00,72.4,48.2,1,26.806821,-80.273793,12.20,0.24,9,8,1.32,0.00,0,,,,
70412,2026-07-02T06:33:57Z,93.07,-38.26,0.01,72.5,48.3,1,26.806817,-80.273800,13.10,0.39,9,8,1.23,0.00,0,,,,
75412,2026-07-02T06:34:02Z,93.11,-38.22,-0.00,72.5,48.2,1,26.806815,-80.273804,14.00,0.30,9,8,1.22,0.00,0,,,,
5003,2026-07-02T06:34:16Z,93.19,-38.09,0.00,72.6,47.7,1,26.806817,-80.273805,14.30,0.15,10,2,1.19,4.14,98,,,,
10016,2026-07-02T06:34:21Z,93.27,-38.07,0.00,72.6,47.5,1,26.806817,-80.273804,13.90,0.22,10,2,1.19,4.09,98,,,,
15343,2026-07-02T06:34:26Z,93.31,-38.05,-0.01,72.7,48.0,1,26.806818,-80.273803,13.40,0.22,10,1,1.20,0.00,0,,,,
20391,2026-07-02T06:34:31Z,93.34,-37.99,0.00,72.7,47.8,1,26.806818,-80.273803,13.70,0.04,10,7,1.20,0.00,0,,,,
25393,2026-07-02T06:34:36Z,93.39,-37.93,-0.00,72.7,47.8,1,26.806818,-80.273800,13.20,0.59,10,3,1.20,0.00,0,,,,
30395,2026-07-02T06:34:41Z,93.44,-37.86,0.01,72.8,47.9,1,26.806816,-80.273800,13.10,0.20,11,3,1.14,0.00,0,,,,
35397,2026-07-02T06:34:46Z,93.50,-37.79,0.00,72.8,47.6,1,26.806815,-80.273801,13.40,0.20,11,3,1.09,0.00,0,,,,
40399,2026-07-02T06:34:51Z,93.52,-37.82,0.00,72.7,47.7,1,26.806815,-80.273802,12.90,0.35,11,3,1.08,0.00,0,,,,
45399,2026-07-02T06:34:56Z,93.55,-37.78,-0.00,72.8,47.7,1,26.806815,-80.273803,12.00,0.35,11,3,1.21,0.00,0,,,,
50400,2026-07-02T06:35:01Z,93.60,-37.71,-0.00,72.8,47.2,1,26.806817,-80.273803,10.90,0.26,11,3,1.35,0.00,0,,,,
55400,2026-07-02T06:35:06Z,93.64,-37.66,-0.00,72.9,47.3,1,26.806815,-80.273802,11.00,0.20,11,3,1.21,0.00,0,,,,
60400,2026-07-02T06:35:11Z,93.67,-37.66,0.00,72.9,47.7,1,26.806815,-80.273803,11.30,0.11,11,3,1.08,0.00,0,,,,
65400,2026-07-02T06:35:16Z,93.69,-37.63,-0.00,72.8,47.1,1,26.806816,-80.273803,11.00,0.28,11,3,1.21,0.00,0,,,,
70400,2026-07-02T06:35:21Z,93.75,-37.59,0.01,72.8,46.7,1,26.806818,-80.273803,10.30,0.11,12,3,1.19,0.00,0,,,,
75400,2026-07-02T06:35:26Z,93.79,-37.53,0.01,72.9,46.7,1,26.806818,-80.273801,9.70,0.07,12,3,1.06,0.00,0,,,,
80400,2026-07-02T06:35:31Z,93.85,-37.51,0.00,72.9,46.4,1,26.806818,-80.273801,9.40,0.15,12,3,1.11,0.00,0,,,,
85401,2026-07-02T06:35:36Z,93.85,-37.50,0.00,72.9,48.6,1,26.806816,-80.273799,9.70,0.35,12,3,1.11,0.00,0,,,,
90401,2026-07-02T06:35:41Z,93.89,-37.44,0.00,72.8,47.4,1,26.806815,-80.273799,10.20,0.74,12,3,1.11,0.00,0,,,,
95401,2026-07-02T06:35:46Z,93.91,-37.42,-0.00,72.9,46.9,1,26.806817,-80.273797,10.40,0.00,12,3,1.06,0.00,0,,,,
100401,2026-07-02T06:35:51Z,93.93,-37.38,-0.00,72.9,46.8,1,26.806818,-80.273796,10.90,0.52,12,3,1.11,0.00,0,,,,
105401,2026-07-02T06:35:56Z,93.95,-37.39,-0.00,72.9,46.9,1,26.806818,-80.273796,11.00,0.35,12,3,1.11,0.00,0,,,,
110402,2026-07-02T06:36:01Z,93.98,-37.34,0.00,73.0,46.9,1,26.806819,-80.273796,11.10,0.31,12,3,1.11,0.00,0,,,,
115435,2026-07-02T06:36:06Z,93.99,-37.34,-0.01,73.0,46.9,1,26.806818,-80.273797,12.20,0.35,12,8,1.14,0.00,98,,,,
120446,2026-07-02T06:36:11Z,94.03,-37.32,-0.01,73.0,46.5,1,26.806815,-80.273794,14.10,0.09,12,8,1.14,4.09,98,,,,
125458,2026-07-02T06:36:16Z,94.05,-37.29,0.00,73.1,46.4,1,26.806813,-80.273795,16.10,0.26,12,8,1.13,4.09,98,,,,
130471,2026-07-02T06:36:21Z,94.06,-37.28,0.00,73.1,46.5,1,26.806812,-80.273798,17.30,0.19,12,3,1.06,4.09,97,,,,
135474,2026-07-02T06:36:26Z,94.04,-37.30,-0.00,73.1,46.7,1,26.806812,-80.273799,18.20,0.04,12,7,1.06,0.00,0,,,,
140474,2026-07-02T06:36:31Z,94.06,-37.27,-0.01,73.1,46.8,1,26.806812,-80.273800,19.30,0.63,12,8,1.08,0.00,0,,,,
145474,2026-07-02T06:36:36Z,94.08,-37.26,-0.00,73.1,46.4,1,26.806812,-80.273799,20.50,0.13,12,8,1.21,0.00,0,,,,
150525,2026-07-02T06:36:41Z,94.08,-37.23,-0.00,73.1,47.0,1,26.806811,-80.273797,21.10,0.20,12,8,1.21,4.09,97,,,,
155827,2026-07-02T06:36:47Z,94.09,-37.24,0.00,73.1,46.7,1,26.806811,-80.273797,22.80,0.46,12,1,1.31,0.00,0,,,,
5304,2026-07-02T06:36:54Z,94.03,-37.24,0.00,73.2,47.2,1,26.806809,-80.273807,34.30,0.19,12,9,1.20,0.00,0,,,,
5053,2026-07-02T06:37:02Z,94.19,-37.19,0.00,73.2,46.5,1,26.806834,-80.273735,5.30,0.26,9,2,1.40,4.11,98,,,,
10053,2026-07-02T06:37:07Z,94.05,-37.28,0.00,73.2,47.5,1,26.806808,-80.273762,1.90,0.50,11,1,1.14,4.14,98,,,,
15061,2026-07-02T06:37:12Z,94.06,-37.27,-0.00,73.3,47.0,1,26.806817,-80.273772,4.00,0.15,12,9,1.18,4.14,98,,,,
20064,2026-07-02T06:37:17Z,94.06,-37.28,-0.00,73.3,46.8,1,26.806820,-80.273780,4.90,0.19,12,9,1.18,4.13,98,,,,
25070,2026-07-02T06:37:22Z,94.03,-37.31,-0.00,73.4,47.8,1,26.806822,-80.273781,5.40,0.19,12,9,1.06,4.13,98,,,,
30076,2026-07-02T06:37:27Z,94.04,-37.30,0.00,73.3,47.2,1,26.806822,-80.273781,5.90,0.15,12,1,1.06,4.13,98,,,,
35091,2026-07-02T06:37:32Z,94.08,-37.26,0.01,73.4,46.6,1,26.806821,-80.273783,6.70,0.11,12,9,1.06,4.09,98,,,,
40352,2026-07-02T06:37:38Z,94.07,-37.24,-0.00,73.5,46.3,1,26.806821,-80.273783,6.60,0.41,12,9,1.24,0.00,0,,,,
45352,2026-07-02T06:37:43Z,94.07,-37.24,0.01,73.4,45.7,1,26.806817,-80.273788,11.10,0.31,12,1,1.11,4.13,98,,,,
50352,2026-07-02T06:37:48Z,94.05,-37.30,-0.00,73.4,46.6,1,26.806816,-80.273791,13.40,0.30,12,3,1.06,0.00,98,,,,
55352,2026-07-02T06:37:53Z,94.05,-37.30,-0.01,73.5,46.5,1,26.806816,-80.273792,12.90,0.33,12,3,1.06,4.14,98,,,,
60355,2026-07-02T06:37:58Z,94.03,-37.31,-0.01,73.5,46.4,1,26.806818,-80.273794,11.50,0.13,12,3,1.06,0.00,0,,,,
65355,2026-07-02T06:38:03Z,94.03,-37.28,0.01,73.6,46.7,1,26.806817,-80.273794,11.60,0.46,12,3,1.07,4.10,98,,,,
70387,2026-07-02T06:38:08Z,94.03,-37.29,0.00,73.6,46.2,1,26.806817,-80.273794,12.20,0.50,12,2,1.06,0.00,98,,,,
75407,2026-07-02T06:38:13Z,94.03,-37.31,0.00,73.6,46.1,1,26.806815,-80.273796,14.00,0.39,12,1,1.15,0.00,0,,,,
80407,2026-07-02T06:38:18Z,94.00,-37.33,-0.00,73.7,46.1,1,26.806816,-80.273798,14.50,0.35,12,3,1.20,0.00,0,,,,
85408,2026-07-02T06:38:23Z,93.99,-37.36,0.00,73.7,46.1,1,26.806816,-80.273800,15.00,0.11,12,3,1.24,0.00,0,,,,
90410,2026-07-02T06:38:28Z,93.99,-37.34,0.00,73.7,46.1,1,26.806816,-80.273803,15.70,0.09,12,4,1.30,0.00,0,,,,
95412,2026-07-02T06:38:33Z,93.98,-37.35,-0.00,73.8,46.1,1,26.806815,-80.273805,16.70,0.26,12,4,1.20,0.00,0,,,,
100413,2026-07-02T06:38:38Z,93.98,-37.33,0.00,73.8,46.0,1,26.806812,-80.273810,18.90,0.17,12,1,1.09,0.00,0,,,,
105461,2026-07-02T06:38:43Z,93.96,-37.34,0.01,73.9,45.9,1,26.806811,-80.273815,21.60,0.06,12,10,1.07,4.13,98,,,,
110467,2026-07-02T06:38:48Z,93.92,-37.41,-0.00,73.8,45.9,1,26.806809,-80.273820,25.70,0.20,12,2,1.07,4.13,98,,,,
115471,2026-07-02T06:38:53Z,93.96,-37.38,0.00,73.8,45.0,1,26.806807,-80.273824,26.40,0.31,12,4,1.20,4.09,98,,,,
120471,2026-07-02T06:38:58Z,93.97,-37.35,0.02,73.8,44.7,1,26.806811,-80.273831,26.10,0.22,12,2,1.07,4.13,98,,,,
125473,2026-07-02T06:39:03Z,94.05,-37.36,-0.08,73.9,45.4,1,26.806810,-80.273831,25.50,1.39,12,2,1.05,4.10,98,,,,
130477,2026-07-02T06:39:08Z,94.52,-36.91,-0.08,74.0,45.6,1,26.806797,-80.273829,20.20,2.39,12,2,1.10,4.13,98,,,,
135483,2026-07-02T06:39:13Z,94.47,-36.68,0.12,74.0,45.0,1,26.806789,-80.273790,17.70,0.57,12,1,1.05,4.13,98,,,,
140494,2026-07-02T06:39:18Z,93.27,-38.11,-0.10,73.8,44.9,1,26.806790,-80.273783,13.30,0.24,12,1,1.10,4.14,98,,,,
145496,2026-07-02T06:39:23Z,93.20,-38.12,0.00,73.8,44.8,1,26.806797,-80.273763,11.80,1.33,12,2,1.23,4.12,98,,,,
150496,2026-07-02T06:39:28Z,93.24,-38.13,-0.02,73.9,44.7,1,26.806805,-80.273747,12.40,0.30,12,2,1.15,0.00,0,,,,
155496,2026-07-02T06:39:33Z,93.25,-38.10,-0.00,74.0,44.7,1,26.806811,-80.273741,12.00,0.09,12,1,1.05,4.08,98,,,,
160496,2026-07-02T06:39:38Z,93.30,-38.02,-0.00,74.0,44.5,1,26.806813,-80.273737,11.60,0.20,12,1,1.24,4.13,98,,,,
165496,2026-07-02T06:39:43Z,93.26,-38.08,-0.01,74.0,44.2,1,26.806815,-80.273730,11.80,0.09,12,1,1.05,4.12,98,,,,
170496,2026-07-02T06:39:48Z,93.28,-38.07,-0.00,74.0,44.3,1,26.806815,-80.273727,12.10,0.26,12,1,0.92,4.13,98,,,,
175496,2026-07-02T06:39:53Z,93.29,-38.05,0.00,74.1,44.6,1,26.806813,-80.273724,13.30,0.24,12,2,0.94,0.00,0,,,,
180496,2026-07-02T06:39:58Z,93.31,-38.00,0.01,74.1,44.8,1,26.806811,-80.273723,14.40,0.19,12,1,0.90,0.00,0,,,,
185498,2026-07-02T06:40:03Z,93.32,-38.01,0.00,74.2,44.8,1,26.806812,-80.273721,14.90,0.30,12,10,0.88,4.13,97,,,,
190498,2026-07-02T06:40:08Z,93.33,-37.94,0.01,74.4,44.5,1,26.806815,-80.273719,15.20,0.06,12,1,0.92,0.00,0,,,,
195498,2026-07-02T06:40:13Z,93.35,-38.01,0.01,74.4,44.5,1,26.806817,-80.273719,15.00,0.11,12,1,0.88,0.00,0,,,,
200498,2026-07-02T06:40:18Z,93.38,-37.91,0.01,74.4,44.3,1,26.806820,-80.273718,15.50,0.28,12,1,0.81,4.13,97,,,,
205498,2026-07-02T06:40:23Z,93.39,-37.95,-0.01,74.5,44.4,1,26.806820,-80.273717,15.90,0.13,12,2,0.84,4.13,97,,,,
210498,2026-07-02T06:40:28Z,93.36,-38.00,-0.01,74.6,44.4,1,26.806818,-80.273715,16.10,0.09,12,2,0.87,4.09,97,,,,
215498,2026-07-02T06:40:33Z,93.42,-37.93,-0.00,74.6,44.2,1,26.806815,-80.273713,16.70,0.26,12,3,0.91,0.00,0,,,,
220498,2026-07-02T06:40:38Z,93.43,-37.93,-0.00,74.6,44.2,1,26.806813,-80.273713,17.40,0.11,12,2,0.91,0.00,0,,,,
225498,2026-07-02T06:40:43Z,93.42,-37.91,-0.00,74.7,44.2,1,26.806810,-80.273712,17.90,0.31,12,2,0.86,0.00,0,,,,
230498,2026-07-02T06:40:48Z,93.33,-38.02,-0.02,74.7,44.2,1,26.806809,-80.273711,18.20,0.13,12,2,0.84,4.13,97,,,,
235498,2026-07-02T06:40:53Z,93.30,-38.02,-0.01,74.7,44.2,1,26.806808,-80.273709,18.20,0.17,12,3,0.84,0.00,0,,,,
240498,2026-07-02T06:40:58Z,93.30,-38.02,0.00,74.8,44.2,1,26.806804,-80.273708,18.30,0.22,12,3,0.78,4.09,97,,,,
245498,2026-07-02T06:41:03Z,93.30,-38.04,0.01,74.8,43.9,1,26.806802,-80.273704,18.30,0.22,12,3,0.78,0.00,0,,,,
250498,2026-07-02T06:41:08Z,93.30,-38.04,-0.01,74.8,44.1,1,26.806798,-80.273703,18.10,0.22,12,3,0.87,4.13,97,,,,
255498,2026-07-02T06:41:13Z,93.26,-38.05,-0.01,74.8,44.0,1,26.806794,-80.273703,18.00,0.13,12,3,0.87,0.00,0,,,,
260498,2026-07-02T06:41:18Z,93.21,-38.12,-0.01,74.8,44.1,1,26.806795,-80.273700,17.90,0.31,12,3,0.87,4.12,97,,,,
265498,2026-07-02T06:41:23Z,93.22,-38.13,-0.01,74.9,43.9,1,26.806795,-80.273697,17.90,0.13,12,2,0.87,4.09,97,,,,
270500,2026-07-02T06:41:28Z,93.23,-38.11,-0.00,75.0,43.8,1,26.806790,-80.273701,17.30,0.26,12,3,0.76,0.00,0,,,,
275500,2026-07-02T06:41:33Z,93.17,-38.14,0.00,75.1,43.6,1,26.806784,-80.273708,16.50,0.22,12,3,0.80,4.13,97,,,,
280500,2026-07-02T06:41:38Z,93.28,-38.03,0.02,75.1,43.5,1,26.806781,-80.273712,16.20,0.20,12,3,0.80,4.13,97,,,,
285500,2026-07-02T06:41:43Z,93.22,-38.08,0.01,75.1,43.5,1,26.806781,-80.273713,16.10,0.37,12,3,0.78,4.13,97,,,,
290500,2026-07-02T06:41:48Z,93.26,-38.10,0.01,75.2,43.5,1,26.806782,-80.273716,16.00,0.20,12,3,0.82,0.00,0,,,,
295500,2026-07-02T06:41:53Z,93.22,-38.14,-0.00,75.2,43.5,1,26.806780,-80.273719,15.50,0.09,12,3,0.78,0.00,0,,,,
300500,2026-07-02T06:41:58Z,93.24,-38.12,0.00,75.3,43.3,1,26.806778,-80.273720,14.70,0.13,12,3,0.78,4.12,97,,,,
305500,2026-07-02T06:42:03Z,93.21,-38.14,-0.00,75.3,43.2,1,26.806775,-80.273720,14.10,0.22,12,3,0.80,0.00,0,,,,
310500,2026-07-02T06:42:08Z,93.17,-38.18,-0.00,75.3,43.3,1,26.806772,-80.273722,13.60,0.06,12,3,0.80,0.00,0,,,,
315500,2026-07-02T06:42:13Z,93.18,-38.16,-0.00,75.4,43.3,1,26.806772,-80.273724,13.50,0.13,12,3,0.74,0.00,0,,,,
320500,2026-07-02T06:42:18Z,93.04,-38.21,0.01,75.4,43.2,1,26.806771,-80.273725,13.30,0.24,12,3,0.74,0.00,0,,,,
325500,2026-07-02T06:42:23Z,93.17,-38.18,0.00,75.4,43.2,1,26.806773,-80.273723,12.70,0.06,12,4,0.67,0.00,0,,,,
330502,2026-07-02T06:42:28Z,93.18,-38.13,0.01,75.5,43.3,1,26.806775,-80.273723,12.80,0.02,12,4,0.86,4.11,97,,,,
335504,2026-07-02T06:42:33Z,93.13,-38.20,0.00,75.5,43.2,1,26.806777,-80.273723,12.90,0.11,12,4,0.66,4.12,97,,,,
340504,2026-07-02T06:42:38Z,93.09,-38.23,-0.01,75.5,42.9,1,26.806779,-80.273721,12.50,0.04,12,4,0.67,0.00,0,,,,
345506,2026-07-02T06:42:43Z,93.06,-38.24,-0.01,75.6,43.2,1,26.806780,-80.273722,12.80,0.33,12,4,0.76,0.00,0,,,,
350506,2026-07-02T06:42:48Z,93.20,-38.16,-0.02,75.5,43.0,1,26.806782,-80.273724,13.10,0.13,12,4,0.66,0.00,0,,,,
355506,2026-07-02T06:42:53Z,93.02,-38.34,-0.01,75.6,43.0,1,26.806784,-80.273724,13.60,0.13,12,4,0.68,0.00,0,,,,
360506,2026-07-02T06:42:58Z,93.00,-38.37,-0.01,75.6,42.9,1,26.806787,-80.273724,13.60,0.06,12,10,0.68,0.00,0,,,,
365506,2026-07-02T06:43:03Z,92.91,-38.42,0.00,75.7,42.8,1,26.806788,-80.273724,13.70,0.15,12,4,0.68,0.00,0,,,,
370507,2026-07-02T06:43:08Z,92.80,-38.48,0.01,75.7,42.5,1,26.806789,-80.273724,13.50,0.09,12,4,0.74,0.00,0,,,,
375507,2026-07-02T06:43:13Z,93.56,-36.77,0.22,75.7,42.5,1,26.806789,-80.273723,13.70,0.09,12,4,0.66,0.00,0,,,,
380507,2026-07-02T06:43:18Z,92.70,-38.66,-0.01,75.8,42.5,1,26.806788,-80.273724,14.20,0.13,12,4,0.68,0.00,0,,,,
385507,2026-07-02T06:43:23Z,92.67,-38.66,-0.01,75.8,42.5,1,26.806788,-80.273729,14.80,0.37,12,4,0.69,4.13,97,,,,
390509,2026-07-02T06:43:28Z,92.69,-38.63,0.01,75.9,42.5,1,26.806788,-80.273731,15.70,0.20,12,4,0.64,0.00,0,,,,
395510,2026-07-02T06:43:33Z,92.65,-38.68,-0.00,75.9,42.4,1,26.806787,-80.273733,16.30,0.04,12,4,0.66,0.00,0,,,,
400510,2026-07-02T06:43:38Z,92.61,-38.71,-0.01,75.9,42.5,1,26.806788,-80.273736,16.40,0.13,12,4,0.65,0.00,0,,,,
405510,2026-07-02T06:43:43Z,92.61,-38.71,-0.00,75.9,42.5,1,26.806790,-80.273740,16.10,0.31,12,4,0.65,0.00,0,,,,
410512,2026-07-02T06:43:48Z,92.57,-38.68,0.01,75.9,42.5,1,26.806791,-80.273741,16.00,0.19,12,4,0.70,0.00,0,,,,
415512,2026-07-02T06:43:53Z,92.49,-38.85,-0.00,75.9,42.5,1,26.806790,-80.273739,16.50,0.15,12,4,0.72,0.00,0,,,,
420513,2026-07-02T06:43:58Z,92.49,-38.87,-0.00,75.9,42.4,1,26.806790,-80.273737,16.70,0.07,12,4,0.69,0.00,0,,,,
425515,2026-07-02T06:44:03Z,92.44,-38.88,-0.01,76.0,42.2,1,26.806791,-80.273734,16.80,0.13,12,4,0.69,0.00,0,,,,
430517,2026-07-02T06:44:08Z,90.70,-45.78,-0.45,76.0,42.3,1,26.806791,-80.273732,16.70,0.28,12,4,0.70,0.00,0,,,,
435517,2026-07-02T06:44:13Z,92.54,-38.80,-0.01,76.0,42.3,1,26.806794,-80.273733,16.50,0.26,12,4,0.68,0.00,0,,,,
440518,2026-07-02T06:44:18Z,92.62,-38.75,0.00,76.0,42.2,1,26.806795,-80.273735,16.10,0.11,12,4,0.67,0.00,0,,,,
445518,2026-07-02T06:44:23Z,92.53,-38.78,0.01,76.0,42.1,1,26.806796,-80.273735,15.90,0.11,12,5,0.72,4.11,97,,,,
450518,2026-07-02T06:44:28Z,92.51,-38.82,0.00,76.0,42.0,1,26.806795,-80.273734,15.70,0.11,12,6,0.70,0.00,0,,,,
455518,2026-07-02T06:44:33Z,92.41,-38.93,0.01,76.1,42.1,1,26.806797,-80.273733,15.70,0.07,12,5,0.68,0.00,0,,,,
460518,2026-07-02T06:44:38Z,92.34,-39.00,-0.03,76.1,42.1,1,26.806798,-80.273732,15.40,0.06,12,5,0.72,0.00,0,,,,
465518,2026-07-02T06:44:43Z,93.08,-38.82,0.01,76.1,42.1,1,26.806798,-80.273734,15.30,0.15,12,7,0.69,0.00,0,,,,
470518,2026-07-02T06:44:48Z,92.17,-39.17,-0.01,76.0,42.0,1,26.806799,-80.273737,15.60,0.33,12,4,0.64,0.00,0,,,,
475519,2026-07-02T06:44:53Z,92.12,-39.20,0.02,76.1,42.5,1,26.806800,-80.273732,15.70,0.13,12,4,0.69,4.11,96,,,,
480519,2026-07-02T06:44:58Z,92.18,-39.13,0.01,76.1,42.1,1,26.806802,-80.273726,16.10,0.31,12,4,0.73,4.12,96,,,,
485527,2026-07-02T06:45:03Z,92.13,-39.20,0.02,76.2,42.0,1,26.806803,-80.273723,16.70,0.11,12,4,0.70,4.08,96,,,,
490527,2026-07-02T06:45:08Z,92.12,-39.18,0.01,76.2,42.0,1,26.806804,-80.273721,16.90,0.35,12,4,0.67,0.00,0,,,,
495527,2026-07-02T06:45:13Z,92.06,-39.29,-0.01,76.2,42.0,1,26.806805,-80.273720,17.10,0.11,12,4,0.65,0.00,0,,,,
500528,2026-07-02T06:45:18Z,92.07,-39.17,0.02,76.2,42.1,1,26.806805,-80.273718,17.50,0.98,12,4,0.68,0.00,0,,,,
505528,2026-07-02T06:45:23Z,93.07,-38.41,-0.06,76.3,42.9,1,26.806805,-80.273723,17.40,0.19,12,4,0.88,0.00,0,,,,
510533,2026-07-02T06:45:28Z,92.86,-38.44,-0.01,76.3,42.5,1,26.806801,-80.273726,18.10,0.63,12,11,0.71,0.00,0,,,,
515535,2026-07-02T06:45:33Z,92.64,-39.46,-0.07,76.3,42.8,1,26.806797,-80.273732,18.30,0.35,12,4,0.64,0.00,0,,,,
520535,2026-07-02T06:45:38Z,91.76,-39.62,-0.02,76.2,42.2,1,26.806792,-80.273725,16.50,0.22,12,5,0.67,0.00,0,,,,
525535,2026-07-02T06:45:43Z,91.72,-39.63,-0.01,76.3,42.0,1,26.806786,-80.273715,13.30,0.06,12,4,0.63,0.00,0,,,,
530538,2026-07-02T06:45:48Z,91.70,-39.63,0.00,76.3,42.0,1,26.806784,-80.273713,12.60,0.28,12,5,0.70,0.00,0,,,,
535538,2026-07-02T06:45:53Z,91.62,-39.71,-0.00,76.3,42.0,1,26.806782,-80.273708,11.90,0.37,12,9,0.64,0.00,0,,,,
540538,2026-07-02T06:45:58Z,91.48,-39.84,-0.01,76.2,42.0,1,26.806781,-80.273705,11.30,0.20,12,9,0.72,0.00,0,,,,
545538,2026-07-02T06:46:03Z,91.48,-39.87,-0.01,76.2,42.1,1,26.806781,-80.273704,11.10,0.06,12,5,0.69,0.00,0,,,,
550538,2026-07-02T06:46:08Z,91.38,-39.97,-0.01,76.2,42.1,1,26.806782,-80.273705,11.40,0.13,12,4,0.68,0.00,0,,,,
555538,2026-07-02T06:46:13Z,91.32,-39.99,0.01,76.2,42.1,1,26.806784,-80.273705,11.80,0.22,12,4,0.72,0.00,0,,,,
560539,2026-07-02T06:46:18Z,91.22,-40.12,-0.00,76.2,42.2,1,26.806784,-80.273704,11.90,0.13,12,11,0.72,0.00,0,,,,
565540,2026-07-02T06:46:23Z,91.14,-40.17,-0.00,76.2,42.2,1,26.806785,-80.273703,11.80,0.07,12,10,0.70,0.00,0,,,,
570540,2026-07-02T06:46:28Z,91.06,-40.29,-0.02,76.1,42.3,1,26.806785,-80.273701,11.70,0.20,12,10,0.66,0.00,0,,,,
575541,2026-07-02T06:46:33Z,91.03,-40.32,0.00,76.1,42.4,1,26.806785,-80.273699,11.50,0.28,12,10,0.69,0.00,0,,,,
580541,2026-07-02T06:46:38Z,90.94,-40.36,0.00,76.2,42.3,1,26.806786,-80.273697,11.50,0.13,12,10,0.69,0.00,0,,,,
585541,2026-07-02T06:46:43Z,90.84,-40.52,-0.01,76.1,42.4,1,26.806787,-80.273692,11.10,0.15,12,5,0.69,0.00,0,,,,
590543,2026-07-02T06:46:48Z,90.79,-40.60,-0.00,76.0,42.4,1,26.806787,-80.273690,10.60,0.31,12,5,0.69,0.00,0,,,,
595543,2026-07-02T06:46:53Z,90.65,-40.66,-0.00,76.0,42.5,1,26.806785,-80.273687,9.10,0.17,12,5,0.63,0.00,0,,,,
600543,2026-07-02T06:46:58Z,90.64,-40.70,0.00,76.0,42.6,1,26.806783,-80.273683,6.70,0.26,12,5,0.63,0.00,0,,,,
605543,2026-07-02T06:47:03Z,90.56,-40.81,-0.01,76.0,42.6,1,26.806782,-80.273679,4.90,0.13,12,5,0.63,0.00,0,,,,
610545,2026-07-02T06:47:08Z,90.56,-40.80,0.00,76.0,42.6,1,26.806783,-80.273679,5.60,0.04,12,5,0.71,0.00,0,,,,
615545,2026-07-02T06:47:13Z,90.44,-40.92,-0.00,76.0,42.8,1,26.806786,-80.273681,7.20,0.11,12,5,0.73,0.00,0,,,,
620545,2026-07-02T06:47:18Z,90.40,-40.95,-0.00,76.0,42.8,1,26.806787,-80.273680,7.30,0.30,12,5,0.65,0.00,0,,,,
625546,2026-07-02T06:47:23Z,90.29,-41.05,-0.00,75.9,42.8,1,26.806784,-80.273678,6.70,0.24,12,4,0.68,0.00,0,,,,
630546,2026-07-02T06:47:28Z,90.19,-41.19,-0.02,76.0,42.8,1,26.806783,-80.273678,6.70,0.09,12,4,0.67,0.00,0,,,,
635546,2026-07-02T06:47:33Z,90.17,-41.16,0.01,75.9,42.9,1,26.806782,-80.273676,6.70,0.28,12,11,0.69,0.00,0,,,,
640546,2026-07-02T06:47:38Z,90.09,-41.23,0.00,75.9,42.9,1,26.806783,-80.273675,6.80,0.17,12,12,0.69,0.00,0,,,,
645547,2026-07-02T06:47:43Z,90.01,-41.32,-0.01,75.9,42.9,1,26.806784,-80.273673,7.10,0.07,12,4,0.68,0.00,0,,,,
